Contract Count,ID,LGA,SEIFA,Population,TargetedGroup,Service,Indigenous,Agency
2,CTA25113_2013-15_01_120861_ADHC01,Broken Hill,6,19048,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Broken Hill,6,19048,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Balranald,22,2400,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Balranald,22,2400,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Balranald,22,2400,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Balranald,22,2400,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA25113_2013-15_01_120861_ADHC01,Balranald,22,2400,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Wakool,54,3990,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Wakool,54,3990,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Wakool,54,3990,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Wakool,54,3990,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Wakool,54,3990,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Wagga Wagga,71,62799,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Wagga Wagga,71,62799,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Wagga Wagga,71,62799,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Wagga Wagga,71,62799,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Wagga Wagga,71,62799,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Urana,20,1147,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Urana,20,1147,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Urana,20,1147,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Urana,20,1147,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Urana,20,1147,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Tumut,27,11375,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Tumut,27,11375,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Tumut,27,11375,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Tumut,27,11375,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Tumut,27,11375,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Tumbarumba,39,3578,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Tumbarumba,39,3578,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Tumbarumba,39,3578,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Tumbarumba,39,3578,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Tumbarumba,39,3578,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Temora,30,6050,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Temora,30,6050,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Temora,30,6050,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Temora,30,6050,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Temora,30,6050,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Narrandera,12,5961,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Narrandera,12,5961,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Narrandera,12,5961,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Narrandera,12,5961,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Narrandera,12,5961,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Murrumbidgee,17,2528,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Murrumbidgee,17,2528,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Murrumbidgee,17,2528,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Murrumbidgee,17,2528,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Murrumbidgee,17,2528,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Murray,56,7466,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Murray,56,7466,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Murray,56,7466,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Murray,56,7466,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Murray,56,7466,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Lockhart,67,3080,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Lockhart,67,3080,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Lockhart,67,3080,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Lockhart,67,3080,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Lockhart,67,3080,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Leeton,33,11595,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Leeton,33,11595,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Leeton,33,11595,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Leeton,33,11595,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Leeton,33,11595,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Junee,23,6297,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Junee,23,6297,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Junee,23,6297,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Junee,23,6297,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Junee,23,6297,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Jerilderie,66,1519,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Jerilderie,66,1519,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Jerilderie,66,1519,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Jerilderie,66,1519,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Jerilderie,66,1519,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Hay,14,2989,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Hay,14,2989,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Hay,14,2989,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Hay,14,2989,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Hay,14,2989,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Gundagai,42,3755,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Gundagai,42,3755,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Gundagai,42,3755,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Gundagai,42,3755,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Gundagai,42,3755,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Griffith,48,25811,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Griffith,48,25811,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Griffith,48,25811,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Griffith,48,25811,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Griffith,48,25811,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Greater Hume,63,10258,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Greater Hume,63,10258,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Greater Hume,63,10258,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Greater Hume,63,10258,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Greater Hume,63,10258,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Deniliquin,21,7437,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Deniliquin,21,7437,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Deniliquin,21,7437,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Deniliquin,21,7437,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Deniliquin,21,7437,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Corowa,38,11455,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Corowa,38,11455,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Corowa,38,11455,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Corowa,38,11455,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Corowa,38,11455,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Cootamundra,21,7749,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Cootamundra,21,7749,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Cootamundra,21,7749,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Cootamundra,21,7749,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Cootamundra,21,7749,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Coolamon,52,4308,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Coolamon,52,4308,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Coolamon,52,4308,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Coolamon,52,4308,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Coolamon,52,4308,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Conargo,82,1535,399 Other individuals (special needs),A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Conargo,82,1535,359 Other people of immigrant background,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Conargo,82,1535,349 Other specified health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Conargo,82,1535,339 Mental Health needs,A01.3 Community living support,Indigenous,Transport
2,CTA20504_2013-15_01_120891_ADHC01,Conargo,82,1535,330 Primary health care needs,A01.3 Community living support,Indigenous,Transport
