Contract Count,ID,LGA,Population,TargetedGroup,Service,Agency,Indigenous,SEIFA,Year
1,G1415HN15,Gloucester,5064,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,31,Y 2014
1,G1415HN15,Great Lakes,36499,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,17,Y 2014
1,G1415HN15,Greater Taree,48941,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,8,Y 2014
1,G1415HN15,Gunnedah,12826,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,28,Y 2014
1,G1415HN15,Guyra,4619,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,18,Y 2014
1,G1415HN15,Gwydir,5080,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,25,Y 2014
1,G1415HN15,Inverell,16846,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,12,Y 2014
1,G1415HN15,Lake Macquarie,202676,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,69,Y 2014
1,G1415HN15,Liverpool Plains,7819,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,13,Y 2014
1,G1415HN15,Maitland,75170,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,70,Y 2014
1,G1415HN15,Moree Plains,14092,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,15,Y 2014
1,G1415HN15,Muswellbrook,17045,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,51,Y 2014
1,G1415HN15,Narrabri,13764,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,36,Y 2014
1,G1415HN15,Newcastle,160021,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,72,Y 2014
1,G1415HN15,Port Stephens,69728,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,58,Y 2014
1,G1415HN15,Singleton,23884,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,76,Y 2014
1,G1415HN15,Tamworth,60495,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,45,Y 2014
1,G1415HN15,Tenterfield,6980,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,10,Y 2014
1,G1415HN15,Upper Hunter,14658,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,56,Y 2014
1,G1415HN15,Uralla,6408,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,62,Y 2014
1,G1415HN15,Walcha,3098,349 Other specified health needs,A02.6 Carer support,Health,Non Indigenous,55,Y 2014
1,G1415HN20,Newcastle,160021,338 Maintenance care needs,A07.9 Service & community dev. (general),Health,Non Indigenous,72,Y 2014
1,G1415HN26,Armidale Dumaresq,25327,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,67,Y 2014
1,G1415HN26,Cessnock,54979,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,19,Y 2014
1,G1415HN26,Dungog,9108,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,63,Y 2014
1,G1415HN26,Glen Innes Severn,8966,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,13,Y 2014
1,G1415HN26,Gloucester,5064,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,31,Y 2014
1,G1415HN26,Great Lakes,36499,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,17,Y 2014
1,G1415HN26,Greater Taree,48941,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,8,Y 2014
1,G1415HN26,Gunnedah,12826,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,28,Y 2014
1,G1415HN26,Guyra,4619,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,18,Y 2014
1,G1415HN26,Gwydir,5080,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,25,Y 2014
1,G1415HN26,Inverell,16846,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,12,Y 2014
1,G1415HN26,Lake Macquarie,202676,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,69,Y 2014
1,G1415HN26,Liverpool Plains,7819,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,13,Y 2014
1,G1415HN26,Maitland,75170,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,70,Y 2014
1,G1415HN26,Moree Plains,14092,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,15,Y 2014
1,G1415HN26,Muswellbrook,17045,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,51,Y 2014
1,G1415HN26,Narrabri,13764,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,36,Y 2014
1,G1415HN26,Newcastle,160021,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,72,Y 2014
1,G1415HN26,Port Stephens,69728,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,58,Y 2014
1,G1415HN26,Singleton,23884,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,76,Y 2014
1,G1415HN26,Tamworth,60495,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,45,Y 2014
1,G1415HN26,Tenterfield,6980,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,10,Y 2014
1,G1415HN26,Upper Hunter,14658,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,56,Y 2014
1,G1415HN26,Uralla,6408,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,62,Y 2014
1,G1415HN26,Walcha,3098,333 Rehabilitation needs,A07.9 Service & community dev. (general),Health,Non Indigenous,55,Y 2014
1,G1415HN3,Armidale Dumaresq,25327,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,67,Y 2014
1,G1415HN3,Cessnock,54979,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,19,Y 2014
1,G1415HN3,Dungog,9108,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,63,Y 2014
1,G1415HN3,Glen Innes Severn,8966,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,13,Y 2014
1,G1415HN3,Gloucester,5064,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,31,Y 2014
1,G1415HN3,Great Lakes,36499,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,17,Y 2014
1,G1415HN3,Greater Taree,48941,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,8,Y 2014
1,G1415HN3,Gunnedah,12826,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,28,Y 2014
1,G1415HN3,Guyra,4619,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,18,Y 2014
1,G1415HN3,Gwydir,5080,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,25,Y 2014
1,G1415HN3,Inverell,16846,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,12,Y 2014
1,G1415HN3,Lake Macquarie,202676,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,69,Y 2014
1,G1415HN3,Liverpool Plains,7819,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,13,Y 2014
1,G1415HN3,Maitland,75170,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,70,Y 2014
1,G1415HN3,Moree Plains,14092,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,15,Y 2014
1,G1415HN3,Muswellbrook,17045,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,51,Y 2014
1,G1415HN3,Narrabri,13764,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,36,Y 2014
1,G1415HN3,Newcastle,160021,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,72,Y 2014
1,G1415HN3,Port Stephens,69728,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,58,Y 2014
1,G1415HN3,Singleton,23884,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,76,Y 2014
1,G1415HN3,Tamworth,60495,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,45,Y 2014
1,G1415HN3,Tenterfield,6980,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,10,Y 2014
1,G1415HN3,Upper Hunter,14658,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,56,Y 2014
1,G1415HN3,Uralla,6408,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,62,Y 2014
1,G1415HN3,Walcha,3098,339 Mental Health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,55,Y 2014
1,G1415HN31,Armidale Dumaresq,25327,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,67,Y 2014
1,G1415HN31,Cessnock,54979,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,19,Y 2014
1,G1415HN31,Dungog,9108,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,63,Y 2014
1,G1415HN31,Glen Innes Severn,8966,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,13,Y 2014
1,G1415HN31,Gloucester,5064,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,31,Y 2014
1,G1415HN31,Great Lakes,36499,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,17,Y 2014
1,G1415HN31,Greater Taree,48941,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,8,Y 2014
1,G1415HN31,Gunnedah,12826,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,28,Y 2014
1,G1415HN31,Guyra,4619,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,18,Y 2014
1,G1415HN31,Gwydir,5080,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,25,Y 2014
1,G1415HN31,Inverell,16846,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,12,Y 2014
1,G1415HN31,Liverpool Plains,7819,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,13,Y 2014
1,G1415HN31,Maitland,75170,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,70,Y 2014
1,G1415HN31,Moree Plains,14092,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,15,Y 2014
1,G1415HN31,Muswellbrook,17045,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,51,Y 2014
1,G1415HN31,Narrabri,13764,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,36,Y 2014
1,G1415HN31,Port Stephens,69728,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,58,Y 2014
1,G1415HN31,Singleton,23884,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,76,Y 2014
1,G1415HN31,Tamworth,60495,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,45,Y 2014
1,G1415HN31,Tenterfield,6980,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,10,Y 2014
1,G1415HN31,Upper Hunter,14658,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,56,Y 2014
1,G1415HN31,Uralla,6408,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,62,Y 2014
1,G1415HN31,Walcha,3098,339 Mental Health needs,A01.2 Personal support,Health,Non Indigenous,55,Y 2014
1,G1415HN37,Singleton,23884,369 Other disability needs,A07.9 Service & community dev. (general),Health,Non Indigenous,76,Y 2014
1,G1415HN40,Armidale Dumaresq,25327,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,67,Y 2014
1,G1415HN40,Glen Innes Severn,8966,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,13,Y 2014
1,G1415HN40,Gloucester,5064,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,31,Y 2014
1,G1415HN40,Great Lakes,36499,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,17,Y 2014
1,G1415HN40,Greater Taree,48941,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,8,Y 2014
1,G1415HN40,Gunnedah,12826,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,28,Y 2014
1,G1415HN40,Guyra,4619,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,18,Y 2014
1,G1415HN40,Gwydir,5080,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,25,Y 2014
1,G1415HN40,Inverell,16846,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,12,Y 2014
1,G1415HN40,Lake Macquarie,202676,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,69,Y 2014
1,G1415HN40,Liverpool Plains,7819,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,13,Y 2014
1,G1415HN40,Maitland,75170,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,70,Y 2014
1,G1415HN40,Moree Plains,14092,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,15,Y 2014
1,G1415HN40,Muswellbrook,17045,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,51,Y 2014
1,G1415HN40,Narrabri,13764,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,36,Y 2014
1,G1415HN40,Newcastle,160021,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,72,Y 2014
1,G1415HN40,Port Stephens,69728,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,58,Y 2014
1,G1415HN40,Tamworth,60495,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,45,Y 2014
1,G1415HN40,Tenterfield,6980,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,10,Y 2014
1,G1415HN40,Upper Hunter,14658,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,56,Y 2014
1,G1415HN40,Uralla,6408,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,62,Y 2014
1,G1415HN40,Walcha,3098,332 People with palliative care needs,A02.6 Carer support,Health,Non Indigenous,55,Y 2014
1,G1415HN41,Ballina,41644,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,65,Y 2014
1,G1415HN41,Byron,32119,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,64,Y 2014
1,G1415HN41,Clarence Valley,51003,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,9,Y 2014
1,G1415HN41,Gosford,171992,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,75,Y 2014
1,G1415HN41,Kyogle,9531,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,8,Y 2014
1,G1415HN41,Lismore,44629,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,43,Y 2014
1,G1415HN41,Richmond Valley,22983,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,5,Y 2014
1,G1415HN41,Tweed,91210,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,45,Y 2014
1,G1415HN41,Wyong,159015,398 Problematic alcohol/drug use,A09.3 Health Support,Health,Non Indigenous,37,Y 2014
1,G1415HN5,Muswellbrook,17045,332 People with palliative care needs,A01.2 Personal support,Health,Non Indigenous,51,Y 2014
1,G1415HN9,Armidale Dumaresq,25327,349 Other specified health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,67,Y 2014
1,G1415HN9,Cessnock,54979,349 Other specified health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,19,Y 2014
1,G1415HN9,Dungog,9108,349 Other specified health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,63,Y 2014
1,G1415HN9,Glen Innes Severn,8966,349 Other specified health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,13,Y 2014
1,G1415HN9,Gloucester,5064,349 Other specified health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,31,Y 2014
1,G1415HN9,Great Lakes,36499,349 Other specified health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,17,Y 2014
1,G1415HN9,Greater Taree,48941,349 Other specified health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,8,Y 2014
1,G1415HN9,Gunnedah,12826,349 Other specified health needs,A07.9 Service & community dev. (general),Health,Non Indigenous,28,Y 2014
